Customer ID,Age,Gender,Annual Income,Spending Score,Potensial
767f9ffd-7211-4045-a1d0-f700220928dc,35,Female,71,52,No
ace9492b-bf39-47eb-8f28-6f85b9cc8973,79,Male,164,96,No
cfe0eb40-4892-47fd-ac84-29dbd15f7bd4,57,Female,106,7,No
c5e56dd8-5a20-4bd9-bbc0-97c380553084,76,Male,189,87,No
96892d38-cadf-4409-83d8-1b7a3b37b05a,40,Male,64,62,No
068b3da4-216a-4157-9474-929a1a10cb6d,82,Female,85,66,No
daf07560-6a2e-47af-9c4b-66a63b93ac34,84,Female,36,5,No
b818a1f8-fdff-41a3-b1ca-de3faee17f81,56,Female,43,52,No
ea4a4765-11a6-433e-8016-110bc0bc5ed5,21,Female,118,43,Yes
d5e8bfcc-51e1-44b2-a59d-9174d10efb97,55,Male,77,86,No
d29643f1-551e-4353-a560-cf4e6797e003,24,Male,120,80,Yes
3e260c72-5788-4641-8dad-9cc7a4eaafef,45,Male,82,39,No
f67d66e3-9403-4d69-aee7-4a75c2a92e4d,28,Male,150,15,No
7c3297d0-408b-4e5e-9c4c-abc9816af35a,67,Female,129,80,Yes
01552f1a-7600-4641-bed4-8e255b8c61d3,69,Female,73,77,Yes
a6fac89e-e7a4-482d-9bb6-d32cd2abc346,26,Female,81,29,No
b6e3dfc4-1a49-4424-a0d9-d0f796002933,45,Male,147,1,No
10a2a14c-cebf-410d-81dc-c333101b5e6e,39,Female,45,12,No
8e6a7fa3-bf7d-47dd-9e50-e3e7133fc39c,27,Female,199,25,No
68969a5d-975c-4a8a-a357-1ce87ab24459,58,Female,85,16,No
92390e01-1df1-4643-b044-546283ae7773,46,Male,88,3,No
7cb46cd5-4ba6-4177-9d34-ceda14ed832e,45,Female,137,68,No
579b69ca-a392-45fa-9c5a-25284b10720c,63,Female,57,2,No
38cb6a10-0af1-4505-b3df-0f8ff3a4e4d3,36,Male,64,23,No
04c9da15-a924-4beb-bcb3-3f2e3f6fcee5,25,Female,198,29,No
acb1f373-6d7c-46d8-8d72-7e5bf1ee9921,62,Male,23,39,No
9a359e4f-973c-4f8a-91dd-eb930fddedc8,36,Male,126,35,No
0a9ca7d8-91f4-4189-a959-e8d5fde13881,48,Female,171,54,No
3df8f77f-b527-4f3b-a2cf-b163ff5965d9,50,Female,101,32,No
accc810b-e7e1-44dc-80bd-98e82bef02d1,48,Female,46,95,No
cb05e681-1286-4f97-8e7d-2c9b67778936,49,Female,190,2,No
7a9d06b3-26cd-4b0c-aba5-3bb0d0b93c2a,80,Female,31,49,No
c6ee3f30-4f9a-4125-8ba4-c6234e046dfb,33,Female,135,90,No
4d4ce6bb-da34-4f9c-8f1b-4c05bfe5fcaf,21,Male,56,34,No
97673bb1-e729-47b7-baad-905d6265d941,38,Female,37,91,No
e426ab28-977d-4660-95ab-2b387d478cc0,83,Female,174,53,No
085e5698-1f05-46dc-b758-61a28ef4dac3,54,Female,29,61,No
7897bafe-61af-4fdb-b71e-adc2127aadf8,81,Female,189,45,No
bd38959a-71ba-4d38-8a52-3c23ffcf5cdd,44,Male,101,55,No
d240e1a0-b50c-4bbe-8387-3c6082d42f20,23,Male,169,31,No
7d14cebc-4aed-430e-ae8a-6415fde6e4e6,39,Female,146,81,No
32cc9d1d-1db3-40f2-9a29-06f8b37d0463,75,Female,118,35,No
4729da16-d88d-4476-949d-404f5f54adb3,19,Female,96,93,No
80d67524-2ba0-468a-afaa-5cbfaa28a8a2,24,Male,154,79,No
2ddd5825-e37e-48bd-af2d-5e31c9955021,44,Female,113,14,Yes
2260c459-3b7c-443c-a31d-088405b7f09c,55,Female,127,31,No
52c8dde3-1956-411a-a010-c879dadab6fb,60,Male,99,27,No
3a626479-8b72-4500-a12d-97bb7d76e0e6,33,Male,68,27,No
601dddb0-0511-48c1-8e91-0dde69040557,52,Female,61,9,No
50bbe6c3-4d3a-49ae-a529-4b94492fbe8b,72,Female,66,53,Yes
4679dd26-2bc4-4874-8d90-a262b803daed,72,Male,153,59,No
767bc943-ceae-4dd2-bad9-3fd9c89d7db0,72,Female,36,72,No
72292647-1690-41d9-a387-4b21980006fc,68,Male,168,24,No
d949c615-603e-4342-9d11-8fe87ee9c88b,65,Male,23,32,No
af160348-4b39-4b4e-984c-8c078e995f5d,81,Female,111,34,No
9e5e3cf5-07c0-435d-b0f3-fbe03cf91807,64,Female,120,20,Yes
65db8631-0f2b-4e2c-ad67-be996981bcbf,76,Male,86,48,No
385017d0-a567-45ce-8528-28c8b8804112,30,Female,99,4,No
71a58421-e129-420e-85cf-9292c4d2f309,68,Female,194,35,No
4f8704b7-eec8-4298-8db8-647c635bd27c,70,Male,187,14,No
65f74905-788e-4b8e-b2ba-70b6ab52fea1,57,Male,165,9,No
8050f9eb-d0a0-4389-8081-65ae272944b4,90,Female,34,98,No
835b35a2-e838-401a-86fe-85c3c181bbb6,65,Male,97,67,No
b75fb976-3c52-4fd2-9a94-3a2d85d70a82,36,Female,143,40,No
690e0568-49a9-475f-aa19-567b98f977bc,72,Female,62,59,No
f4021ca8-b350-4d8b-9293-b2cf386bc0cd,61,Male,167,93,No
c66bcf0c-db9a-4201-8b7d-5c445e585b1d,46,Male,43,54,Yes
f620a5e6-ee46-4404-9d96-603bbd1fc6e6,68,Male,114,42,Yes
0ced3471-db47-4b19-9723-e8333b091f98,31,Female,76,65,No
b72a56cb-3430-4f05-9f46-6e0a2947bad4,51,Male,196,31,No
35ec8343-eb43-4faa-af75-7a731381d1ee,37,Female,133,22,No
e9798111-9781-437a-a9b9-232fe9055216,25,Male,142,63,No
3e51e22e-e3ae-42dd-a4f9-d771c07676ab,30,Male,195,27,No
716588b1-f862-4c02-a2cf-115cd43f654c,21,Female,175,33,No
33577556-d045-41a0-9565-7f0f37a39727,65,Male,81,10,No
d41eea9a-569d-42fb-94b1-d4551204c936,21,Male,172,80,No
90b18bf2-2413-4212-8934-e67ffc233192,22,Female,106,74,No
8ec74f4e-2836-4605-bf4e-0be43ad7976f,70,Female,198,13,No
101fd379-ff5c-4ec0-8cba-f8a9fc0f42de,71,Male,149,13,No
5ddc5df7-2656-4cc8-a95e-a0618d7cb8e6,27,Female,40,77,Yes
3d95829f-3d62-4ee6-a67f-d6efe7029686,21,Female,116,55,Yes
36fd3a7f-6226-4d3b-baf5-e39833d9782b,53,Male,150,32,No
15ce7dc4-22bf-40cc-b575-9ec4fbe27dd9,51,Female,88,84,No
f17d239d-6a67-4b77-9fd3-5377ea88c142,49,Female,194,43,No
958eaa2c-0c0b-46fd-a085-b29ce9d5d8e6,56,Female,55,18,No
81dfd08e-32f2-40a4-95b4-a406726d0dd4,55,Male,135,96,No
83c5dafc-dd2f-4622-9748-23aefb000a38,84,Male,188,44,No
a81643c1-eaf7-4b97-9952-f6cc0881f37c,38,Male,130,71,No
85a5ff51-fe9e-4518-9fb2-11b86df7d52e,46,Female,48,62,No
26852b46-dbfa-46f9-8d06-1b568551868e,27,Male,179,97,No
af9762ae-ed8e-4aa0-b32c-922d500b4cf1,53,Female,156,35,No
2cb233a0-5916-49e0-800d-01869340347d,65,Male,156,49,No
2bcc1223-2182-4117-ba07-1e3aa9d9b4bd,22,Male,158,83,No
6abe4dbc-1b70-4a8f-b0b1-7d1bff27fc65,23,Female,115,25,Yes
0947cfd7-72d1-456a-8524-947bf653fa57,18,Female,96,64,No
ee9dbbc6-b790-4c28-a8b3-07272787b57d,44,Female,172,76,No
90f1ac1f-07e1-4817-bfde-7e5f23f3e17e,38,Female,182,68,No
ea1cdcc7-425d-4679-83b5-25b8332b5e6a,54,Male,47,42,No
a04d4663-eb9d-4fae-bab1-2549c7e02be9,88,Female,168,51,No
ee835638-95d5-4dd0-a912-227ec001ef06,24,Female,185,95,No
075acc31-0041-4ea2-8917-13a924da66e7,70,Male,160,34,No
d13d7964-0d0d-4be0-bb64-6f213f921579,42,Female,118,82,Yes
2b971aba-879b-431a-8c60-df636ad45731,74,Male,191,65,No
333c0b32-e155-4d2a-abc5-041ec4d25a9c,22,Female,138,20,No
3874580e-e7bd-4e60-bb68-c5110a04bd8c,78,Male,95,75,No
9dfe38e0-581d-458f-bbd3-7b2d98865728,44,Female,84,1,No
ad19c628-fe46-4ba6-9182-ad6278513ec6,70,Male,83,56,No
e010b10d-8ed9-41af-bd30-05de2c0c6fe4,58,Female,123,91,No
dd8ea81b-09a8-434f-a9cb-b0c4baf6f248,38,Male,70,24,Yes
5f64caae-cb02-41a9-a648-273e0ed6d7fd,88,Male,189,50,No
1ecc4ca8-45f0-459e-a911-dae3227d2b0f,33,Female,178,29,No
f50f86f2-79c0-45bd-9759-ff8154a7ccc3,59,Female,97,97,No
65f4810e-a2c3-4b7c-ab9e-00e6a91ff435,72,Female,83,32,No
052a6b92-7855-45d9-8903-5c9d69d6903b,27,Male,39,29,No
40f78c97-8537-4b3f-87d8-796bcbced99f,35,Female,139,33,No
c225df9d-d2fc-4e1d-8328-894dac5471e1,37,Female,144,45,No
d93d2a18-c9e8-42ed-a97c-84912b1b0efd,44,Female,187,6,No
4884ace5-bbb8-4502-96e0-be564083da60,29,Male,48,53,No
60fddc74-977b-4d01-8805-9e859748fdc3,58,Female,139,35,No
fc971eb9-f7bf-46cd-9e83-6d1637d15ccb,39,Female,119,3,No
e7d7ac8f-87c4-444c-9118-04d957987b53,33,Male,182,1,No
7b60bfe9-99d7-4355-94fc-0a424055eb05,65,Female,151,44,No
b8858575-b5d6-4f66-8293-7521077f6d92,52,Female,76,31,No
0729ee7a-444f-4c2e-9889-fb725930eb84,45,Female,58,64,No
1c8da0fc-e147-4a54-8ae7-b1bdeb6af340,82,Male,122,46,No
fcbc528b-9386-41fb-a974-19a9643c7580,59,Female,46,78,No
1f4fb2c0-d8ae-4d1c-90ff-95a8e3dae34d,34,Female,61,72,No
30a4fcce-b05f-4988-9d5e-0d580e9028d6,52,Male,30,3,No
dd714097-4205-4096-b6f8-d9822acd3c04,59,Male,194,47,No
f13a0cc5-6fb9-4882-aef3-9ccfa421b185,45,Female,96,43,No
edba12eb-e908-42c4-81c7-b6770912c7fd,29,Male,146,82,No
9526a9bd-1ea4-4aad-b4a7-adfc5775bf7a,83,Male,148,71,No
a0ab2029-178e-4eed-a816-277dd64035fa,26,Male,111,96,No
b5c458ec-1d54-465a-b97b-a149d7f32106,79,Male,27,48,No
46654e16-4363-43d7-b3a5-54120a7b27a2,49,Male,198,33,No
61ebc7d9-15c5-41eb-adfb-9b772d36cbd4,19,Female,55,32,No
df11c432-c609-49b4-98d6-855eab890208,48,Female,93,70,No
0516205d-d816-4d8f-ab9b-d41f1a560e1c,22,Male,41,40,No
6557b342-6b66-4645-942f-b13f33f67e64,54,Male,88,40,No
84140ddb-54f1-4b31-b51d-4aecb10b7ac7,83,Male,166,52,No
4fcb4b02-1609-41e0-b9e3-c9468853e577,60,Male,167,34,No
b7b6c61d-d600-4a63-89d4-157f2012c68e,78,Female,91,77,No
f5712da2-092b-4f52-aed2-bb93b9fee5ab,33,Female,36,73,No
f9437183-0091-4f94-b9d5-5a97779b7e70,27,Female,41,50,Yes
64883a2d-bb3a-4a30-bb76-47f28ad095de,33,Female,120,51,No
78883927-b348-4c79-932a-074dbf6af0f8,55,Male,74,13,No
2a5cdb1a-3f0a-4b5a-a33d-d0d81f7661a9,46,Female,181,64,No
dc9ca753-aa31-4708-85c5-fa1da4a046d0,87,Female,47,76,No
d49f5b80-4d55-4e37-889b-c7933c3ac0a5,79,Male,83,73,No
69fae815-5e3e-46de-8e87-4adf49ab06fa,19,Female,166,44,No
587c0ede-8f38-48df-8df8-bcf74df93862,22,Female,100,51,No
bc695e38-c5a0-46bd-bc6d-818403c82949,31,Male,84,8,No
660979ed-b318-4234-9b06-779097557930,84,Male,155,80,No
7eab5cb6-b411-4003-9993-06061f62b7b0,27,Male,56,100,No
e5647be0-0575-4fb6-8b1d-13b06203bd70,20,Male,112,39,No
d4406fb9-a8c7-45f5-ac3d-85d9001719b4,36,Male,191,99,No
3d83a678-36cb-4cd2-8768-da1634cd1fb3,77,Female,95,92,No
25cff4ef-5d2a-4fe5-98ee-7ddbd8c0203b,67,Female,63,26,Yes
d54d2196-da54-4eab-8ef0-0db3e9cdab3f,26,Male,83,4,No
3f116bae-d95f-4018-9585-f575dc693e71,34,Female,135,27,No
d7896112-ac06-4c31-90ff-479f168d9ac3,40,Male,44,70,No
6d4c5a7b-cc6d-4fc2-af14-2cc50e842f20,41,Male,33,95,No
6c2dbd85-8fab-489b-b91e-6f148f53bbd7,57,Male,100,18,No
cf345cd7-8b4a-45c3-b391-1ff46ec6e2d5,35,Female,29,18,No
7af6d0a2-e4c2-4302-8158-796dfdfa44eb,85,Female,142,11,No
d9d6674e-8eba-4144-b010-5dc49f7b5da1,63,Female,112,91,No
461ab175-47b2-4231-a028-1d69a212bdea,35,Male,33,15,No
54078f11-3d3b-4968-9454-50e676d473c4,77,Male,157,57,No
f78d1f58-e72e-42c4-ab4b-056bb0830791,25,Male,72,39,No
790ce395-417a-4943-a8ae-ce90da71ab39,28,Male,194,19,No
7f8da330-ce44-4a67-82e8-a39fd77d57ca,31,Male,86,28,No
48ad970f-c5ad-4018-bf63-4901259b7b5b,85,Female,130,37,No
43137482-a07e-467c-9bad-d892e85677b2,90,Male,42,94,No
4e6f9bfb-77c5-4a14-95c0-497f123477a8,28,Male,160,71,No
df390aac-71a8-45bb-b664-62f451a4e17e,70,Male,46,54,No
2e3dc035-dc1a-4f71-915d-632f29333996,46,Male,74,48,Yes
08d38acb-157f-450d-962a-0bf7fa70819a,71,Male,190,75,No
5a6238a5-053e-4480-ac75-37a6874af50f,81,Female,125,24,No
574ccc4a-f0a1-4f46-986e-257dbb8be849,35,Male,84,53,No
5ee59227-16af-4127-a51d-8981576f48ab,37,Male,135,6,No
5de60d87-18b1-4886-993a-966b6e185657,71,Male,186,6,No
16226691-d6ba-4b9e-b192-e96299023f4e,50,Male,141,83,No
ce99e2e8-23fc-49ba-9e2b-a6f26706718e,65,Male,177,100,No
cfe84106-02eb-4f9f-b161-789528948f7a,83,Male,151,88,No
2af8b09c-99e5-4f97-b538-cd687a385120,39,Female,33,2,No
21c59500-d439-4bd9-84f6-06b8767ac948,32,Female,163,64,No
5cda82c4-cf88-4949-a8b2-0412fdc67680,26,Male,40,23,Yes
9db67b3e-286c-4fdd-8a94-53f5a0968f86,24,Male,184,21,No
1e506e9c-75b3-461d-b7b1-b149e9a21511,65,Female,45,36,No
5cc59727-7005-46f6-928a-1764d0f6032d,36,Female,120,52,Yes
6fc3660d-23f5-4a54-a8df-e146387a73f2,41,Female,114,54,Yes
493bf3e8-4f51-4842-823f-a2d668293c11,83,Female,194,55,No
175f200e-4faa-4287-96d5-71a85f4884e1,61,Female,60,36,No
37ff2828-b196-493e-abe5-885e907f3b7f,84,Female,144,1,No
94b3153f-cc9d-4a55-8a2e-742a6555c537,33,Female,110,49,No
fe2f4101-90dc-4df1-b9dd-14d553d1e389,89,Female,88,50,No
644db267-9082-4c42-b02d-fad5bf30d735,35,Female,183,68,No
5bd39ccd-30fc-4598-818a-770632bb7729,89,Female,91,59,No
29ca88b2-fc25-4417-93f4-823d9d8ac2dc,40,Male,181,23,No
8640e224-9096-4a13-a32e-662b3d1504c1,69,Female,58,35,No
2f971837-3a6e-4928-8a41-d0d8b4b87af8,88,Female,173,69,No
0dbead2b-6caa-4e05-b2de-e5f81b373a4a,34,Female,39,84,No
1a1b53ef-065d-4333-930a-760ee0908394,88,Male,80,9,No
4afae204-64df-458a-970e-9fb503bd5b00,61,Female,24,59,No
4e3f3a44-cfcf-4c9c-b93d-9b00d654880d,60,Female,190,98,No
9033d3aa-ff53-4145-b47a-750c07f58dee,78,Female,23,91,No
b35f3089-a257-45eb-ae52-c78e2c266374,35,Female,77,29,No
206ad996-8643-4336-a3f1-6891e7cd470d,53,Male,170,28,No
880df93e-6bc1-42bd-bd6a-e2b8d499b710,33,Male,99,64,No
a2c7ef2d-cecc-4a3f-b2ac-6ebf6595ad62,86,Male,175,71,No
896b6076-0e1c-40d4-aab7-336a4592610c,90,Female,118,85,No
2392d7fa-9489-42aa-b50b-36f66ee9b423,84,Male,74,54,No
2f4cb703-e5c1-48f3-9a89-3615b31e20f1,54,Female,103,49,No
bb047494-340f-4cb0-b88f-e4c8148eb2ae,20,Male,189,21,No
7235955d-eca0-4fd9-861a-7042691e3d5e,86,Female,28,37,No
836d7eca-db4b-4c3c-8d6a-a771b070551a,73,Female,145,54,No
45d9a060-39e1-4b67-8189-8dbba0d91767,35,Female,120,94,No
d11ba8ac-69f6-4fb2-bc56-abb52d4966fc,88,Female,37,4,No
ad5f7b6f-aef3-4867-87e1-f862a6519ce3,54,Female,113,65,No
12da3593-4e95-4272-9553-1fc6e36e47cc,19,Male,150,61,No
7c10963a-9c61-4f57-b314-e147b63d70e8,84,Male,22,48,No
a2257473-45d0-42f6-9207-cbdcfb76515a,60,Female,43,32,No
ea98c611-5bb3-4855-b79e-04be0cd0f179,39,Female,81,66,No
80149259-8ffe-43f2-9016-ad52dc3e5443,85,Female,60,38,No
113e23b5-5cae-4357-8b9d-776c81842ae6,60,Female,92,89,No
24c83f90-919a-4b1d-9a89-d9a09b167951,85,Male,31,51,No
31b0ef92-f4dc-4bfd-bb88-fc8ba17d15b3,82,Female,160,44,No
d44d49f5-41d5-4588-b27f-0fed752e5a8e,44,Male,200,4,No
a51e2948-955c-4f67-9a32-a22dd3e3798f,48,Male,125,1,No
29b970a5-f3b9-4adc-a32c-4e6c47292284,21,Female,43,48,No
42661bdc-2936-4e2c-827c-44abf525d1ed,87,Male,55,94,No
45d48162-ec3e-49aa-a8fb-bd41df8f113b,41,Male,68,37,No
705ace34-543a-4cdb-956b-c06f6eb33a4d,52,Female,141,30,No
a465c323-1e47-44d1-a869-a105745034b2,76,Female,75,27,No
9c3be039-ea90-42a6-87c5-7175356cf8aa,72,Female,70,4,No
bf9aa1fc-9517-4cd5-8f27-ff4978267df4,67,Male,23,19,Yes
5e562023-f971-41bf-a7e3-a82bf894155b,32,Female,84,77,No
82737042-63a8-49f4-b8d9-338cfef4dd03,71,Female,97,33,No
b14041ef-0432-438e-8737-e30c31b391af,38,Male,55,53,No
b9b58bf2-a4ca-4254-b61e-1db5d7adc35b,57,Female,27,59,No
7f57a91c-2edc-4f2c-ad13-835eeab36336,80,Male,152,50,No
a2510f77-4414-4a52-9632-3e6ecd05165b,60,Male,151,51,No
4cb3f773-9193-401a-b091-4f4eccc0d7c2,53,Male,178,26,No
6614b886-287a-4a0e-b48c-82d49f977d97,84,Female,139,90,No
08568a01-b6c5-47b7-a64b-81822fc84c88,26,Male,52,75,No
8f9a7106-5e73-4627-98af-f49939ed8b15,34,Female,139,63,No
ce649a2a-76c4-49c2-bb2a-6c1c5d475264,67,Female,194,23,No
b487d49f-6321-4873-9b5a-4fa413f01e0f,31,Female,154,38,No
3cc5c19d-687c-4698-be67-dd74ebd83432,81,Female,117,89,No
ad11524c-2b5b-450f-bfeb-8937c257649a,67,Male,123,41,Yes
2f092cee-3d08-489f-921e-1dfaa81ba6b8,32,Female,176,2,No
c17d862a-d452-483e-98db-abebf2a59c4d,32,Female,119,21,No
1e92ab44-1bba-41fc-a777-d52c72924ed2,81,Male,68,93,No
7ac29936-0673-49c8-b7d5-b760ca75cee0,77,Male,106,7,No
746683ed-cdeb-427b-89ad-5c61f76e5b44,27,Female,125,17,Yes
5ace7e9f-f02d-4c07-b0cc-ba3ff524565d,59,Female,147,49,No
8149aac3-bc36-438a-ab77-4a7b6583633f,37,Female,111,1,No
20e9a636-f643-4017-8a0d-3ce805d7b7c1,47,Male,71,66,No
86cc129e-2e37-4d6f-886d-76030c177dfe,28,Male,83,10,No
e98c5f4a-b9a8-45bd-8482-44fbc183dc1b,63,Male,42,88,No
da000695-9784-4a92-af48-5d689ee890e9,18,Male,179,90,No
39a12692-e72f-4a0f-bd56-7cb781f7b6d7,55,Male,130,39,No
3b514d1a-485b-4fce-83bd-b9a58dceb229,46,Female,135,1,No
a42124cc-e365-4043-a41f-213589b4e7be,72,Female,107,38,No
a3dd05ac-dd9c-401e-9831-f831c85c67e8,78,Female,125,95,No
9d9766aa-f74f-40dc-8f57-8725faea0047,62,Male,186,61,No
c60bd59f-b270-4f04-aa4c-89ee267dba18,60,Female,127,31,No
9807af68-f1f5-4a80-94ff-aacafee303dd,76,Female,75,37,No
da1e6e16-b189-46cc-ba61-91f6ee561561,32,Male,95,5,No
d4d2ae0f-ed77-46e1-8647-21bdce205458,77,Female,127,52,No
1b8ce4c9-6432-40c5-8ced-0e788b54d930,56,Male,166,89,No
98b624bf-578f-4bf0-ab23-16a1e052919a,64,Male,159,2,No
a3b537d5-a1ac-4d91-814d-2a7fec102c81,67,Female,121,87,Yes
5b5ce678-7380-4394-9026-2de0f63d5968,52,Male,57,35,No
9afc5697-6b05-44ce-b69c-a9c72a475173,58,Female,29,83,No
bd02bf04-5336-4472-8b51-195741474110,50,Male,191,46,No
fe29db65-654a-4b03-9ded-647b04b23e31,54,Female,184,13,No
01dd3ddf-f994-4b83-81a5-67fff8ea7c0f,23,Male,142,37,No
864add3b-a2df-41ae-8ecf-3df893ff3820,59,Male,194,47,No
67daafbe-c602-46ef-b49c-7d09fa737824,22,Female,129,92,No
0676e9d4-fa17-4af6-aae4-eaf61853e288,77,Male,65,75,No
9e2d5902-4743-49f8-a999-80179e122ef5,53,Male,30,26,No
bdec8ee7-d49b-4dcd-9312-23e4c7acb6ab,46,Female,39,73,Yes
13b200fb-a8b3-4861-bc81-93ac906b37fd,57,Male,135,39,No
e96f6f63-f71a-4f4c-8125-e53652a1b58d,76,Female,189,39,No
223c155d-0063-4892-81a1-6aee11bf3fb7,34,Male,151,35,No
90d41402-9e50-4d94-9246-af60acb95a43,89,Male,66,86,No
9170cf78-906a-4425-a8c0-8c9a6daa9274,34,Female,174,15,No
ceb6a4b1-925b-4040-a8bd-51c46be91270,64,Male,77,16,Yes
b0770f6c-a81a-42e3-b2d9-042406b6b39a,24,Male,143,25,No
e56ba8a7-3424-4934-840f-ba04aa52cc7f,55,Female,112,18,No
bd90e06c-db1c-46e1-b016-1acaea80ba60,84,Male,142,39,No
b41d027d-48c8-4d1a-8de3-0e3a57b4e818,72,Female,148,95,No
052c0bb0-b259-4fac-b090-66822627962f,53,Female,101,61,No
ad8f1ca2-54b0-4070-a333-2fd5bf63c578,85,Male,162,26,No
bd644298-e43d-475f-98f6-67b03dc136a4,85,Female,173,84,No
be7031c3-7d61-4ff6-af8e-4a34db857585,45,Male,197,19,No
13e2e441-4002-4f31-8e01-a563a52e0f1d,43,Female,21,32,No
e57fdcaf-1394-46f9-9eb0-fb3ef7aa6fdb,86,Female,109,29,No
1508894c-0fec-448d-b4fd-42995713fc5f,19,Female,130,21,Yes
978f4588-019e-446a-90ad-5e8d166b0a73,45,Female,164,51,No
cd5c4d4a-e09c-47b8-8a86-ad7bf33ffcdc,36,Female,28,36,No
af312505-503a-4a21-b6ed-6f05935e3fae,51,Female,145,71,No
d7a8d545-2907-46c8-84d7-fa841cf3f15c,38,Male,26,39,No
232e7d0e-a8ac-484f-a7d9-977cdf8ad90a,27,Male,56,32,No
58ac92aa-cfd0-4cad-8678-a4b83664f302,19,Male,82,10,No
0399d445-cd05-4669-9fc1-c1e15d1dae0e,81,Male,54,17,No
253c1e99-a1f2-4a08-abfd-23886f6fd829,72,Male,55,2,No
961ce28c-1daf-4da0-80b8-2efd964311ec,78,Male,186,97,No
f17fbb93-945a-4d78-b6d9-d5e74f766f9d,53,Male,161,6,No
bb5c5d99-e2d3-4767-8d83-2c81a991a0c3,83,Female,178,29,No
ae72e9c8-0e7c-487f-838c-6249adecaf9a,77,Female,170,55,No
9ebb7634-543e-48e6-b54f-60a6f1e443da,54,Female,166,98,No
3787f7ba-d2be-40b9-aecf-17eacd3dcb50,42,Male,193,89,No
a0e67ffe-bdf9-4f19-9c1e-8b1fa3b1d509,70,Male,78,3,No
5a70b81e-ce1c-4a1f-9261-189df19aad74,29,Female,119,34,No
3b1f7add-30fb-4a26-860f-35ccd355a0de,88,Male,116,39,No
6f33b4ee-3229-4142-ba94-7bfad1ca0148,37,Male,122,4,No
5a1ea26f-eb79-45aa-9f7c-8de30082eae2,22,Female,144,41,No
ccf68e64-dd0a-42c8-af5a-b9c63279585c,21,Female,102,83,No
b9b12e25-242a-4348-98f2-573f986a933c,36,Female,26,57,No
86020c4a-69f2-437a-b5a6-e6ac368e4637,50,Male,158,17,No
a78e4455-ac5e-4661-a51b-08e7a98c21ab,53,Male,75,55,No
a19318d0-9239-4cd2-aa2c-db80298d3a6e,70,Male,130,31,No
2265a1ff-39a5-4a9d-b1a1-4ed26bfc4e96,38,Female,137,59,No
a89bd9bc-80df-43cd-8304-aee824e2f8cb,58,Male,38,60,No
3e8bb550-47cd-4528-8aa5-3b27ff02073e,48,Female,91,69,No
6682df3d-1ef3-4e04-8937-4ab41077733b,51,Female,46,15,No
26949bbb-adee-4a4a-b3cd-4058d5d3d261,27,Male,52,41,No
1915a8a0-d820-4500-89f8-c07f1779c57c,33,Female,120,56,No
75bd7ea9-ad1d-4890-90f5-4ea85288a6f4,76,Female,170,6,No
c31c7f85-2eac-42de-8cf7-2cc98cb185b9,79,Male,117,26,No
